code,description,MELDB_concept,DESCRIPTION,CONCEPT TYPE
E11,,DIABETES_T2,Type 2 diabetes mellitus,Long-term condition
E110,,DIABETES_T2,Type 2 diabetes mellitus,Long-term condition
E111,,DIABETES_T2,Type 2 diabetes mellitus,Long-term condition
E112,,DIABETES_T2,Type 2 diabetes mellitus,Long-term condition
E113,,DIABETES_T2,Type 2 diabetes mellitus,Long-term condition
E114,,DIABETES_T2,Type 2 diabetes mellitus,Long-term condition
E115,,DIABETES_T2,Type 2 diabetes mellitus,Long-term condition
E116,,DIABETES_T2,Type 2 diabetes mellitus,Long-term condition
E117,,DIABETES_T2,Type 2 diabetes mellitus,Long-term condition
E118,,DIABETES_T2,Type 2 diabetes mellitus,Long-term condition
E119,,DIABETES_T2,Type 2 diabetes mellitus,Long-term condition
O241,,DIABETES_T2,Diabetes mellitus in pregnancy: Pre-existing type 2 diabetes mellitus,Long-term condition
